contributor,label,origin,NA,NT,NR,NOR,ORR,NAR_mean,NAR_median,NAR_std,NAR_gini,NAR_IQR,NAT_mean,NAT_median,NAT_std,NAT_gini,NAT_IQR,NCAR_mean,NCAR_median,NCAR_std,NCAR_gini,NCAR_IQR,NTR_mean,NTR_median,NTR_std,NTR_gini,NTR_IQR,DCAR_mean,DCAR_median,DCAR_std,DCAR_gini,DCAR_IQR,DAAR_mean,DAAR_median,DAAR_std,DAAR_gini,DAAR_IQR,DCA_mean,DCA_median,DCA_std,DCA_gini,DCA_IQR,DCAT_mean,DCAT_median,DCAT_std,DCAT_gini,DCAT_IQR
svedova,Human,human,264,12,6.0,5,0.833,44.0,3.5,98.513,0.785,6.0,22.0,12.5,23.989,0.557,41.5,11.0,2.0,23.515,0.747,10.5,3.333,2.0,3.83,0.467,1.5,28.817,0.003,97.471,0.827,5.542,3.368,0.142,14.06,0.916,0.288,2.924,0.047,19.479,0.942,0.394,1.797,0.043,7.444,0.911,0.379
jarka,Human,human,289,9,4.0,3,0.75,72.25,2.5,140.507,0.734,72.75,32.111,25.0,26.246,0.431,42.0,24.083,2.0,41.236,0.728,18.75,3.25,1.5,3.862,0.481,2.75,87.733,0.377,191.648,0.639,44.829,3.003,0.441,6.383,0.776,2.344,3.77,0.052,27.338,0.938,0.697,4.032,0.065,29.618,0.938,0.749
jprovaznik,Human,human,265,10,8.0,7,0.875,33.125,13.5,43.341,0.611,41.0,26.5,21.0,25.18,0.483,24.25,3.046,2.0,2.515,0.393,3.0,4.5,4.5,3.071,0.354,5.5,5.909,0.025,34.289,0.921,1.098,6.662,1.221,14.531,0.779,2.979,4.117,0.121,21.33,0.911,1.148,2.948,0.082,9.843,0.888,1.024
eduardobonet,Human,human,236,11,9.0,9,1.0,26.222,2.0,55.315,0.783,6.0,21.455,9.0,28.922,0.621,23.0,4.0,2.0,4.624,0.513,4.0,3.889,2.0,3.855,0.483,5.0,10.636,0.042,38.196,0.832,3.467,5.483,0.341,26.074,0.916,0.711,4.024,0.125,22.131,0.927,0.729,2.582,0.072,16.171,0.935,0.353
dmeshcharakou,Human,human,238,10,5.0,4,0.8,47.6,3.0,99.211,0.765,7.0,23.8,15.5,23.399,0.502,31.75,13.222,1.5,27.037,0.769,3.5,3.2,1.0,3.899,0.5,2.0,24.139,0.0,54.096,0.633,3.572,0.294,0.077,0.462,0.695,0.156,1.854,0.131,7.73,0.881,0.719,2.105,0.089,8.712,0.897,0.668
adie.po,Human,human,248,11,4.0,3,0.75,62.0,8.0,112.062,0.696,61.5,22.545,8.0,31.332,0.615,25.5,8.552,2.0,13.548,0.667,6.0,3.5,1.5,4.359,0.5,3.0,33.902,0.292,87.144,0.75,18.714,4.267,0.246,9.373,0.817,2.714,4.464,0.079,16.928,0.906,0.653,4.614,0.195,12.061,0.863,1.25
adil.farrukh,Human,human,230,11,12.0,9,0.75,19.167,3.0,53.266,0.799,2.5,20.909,9.0,34.224,0.63,14.0,4.259,2.0,5.543,0.568,3.0,2.583,1.5,2.678,0.444,1.5,8.45,0.01,18.428,0.705,3.425,6.964,0.456,33.523,0.921,1.306,3.604,0.314,17.726,0.887,1.205,2.645,0.252,8.388,0.849,1.315
mtimoustafa,Human,human,85,9,3.0,2,0.667,28.333,6.0,43.085,0.604,38.5,9.444,5.0,7.955,0.426,8.0,9.444,2.0,12.895,0.627,16.0,4.0,2.0,4.359,0.444,4.0,92.237,0.024,202.116,0.652,92.603,93.0,22.342,169.548,0.731,86.023,18.74,0.485,61.037,0.874,3.757,13.794,0.359,31.802,0.842,3.255
nmilojevic1,Human,human,221,12,9.0,8,0.889,24.556,3.0,43.601,0.723,4.0,18.417,11.0,21.159,0.527,11.75,3.565,2.0,4.151,0.498,3.0,3.333,1.0,4.093,0.519,1.0,3.346,0.047,8.774,0.793,0.502,15.914,0.56,55.36,0.884,2.559,5.356,0.075,29.93,0.93,0.672,6.522,0.125,35.192,0.925,0.864
KrIr17,Human,human,280,10,7.0,4,0.571,40.0,13.0,59.183,0.655,46.0,28.0,11.0,41.344,0.619,19.25,2.171,1.0,1.859,0.382,2.0,3.143,3.0,1.952,0.299,1.5,2.661,0.0,7.016,0.739,0.457,5.168,0.238,12.516,0.827,2.924,3.601,0.183,9.306,0.834,1.81,3.39,0.1,9.676,0.857,1.617
doctormo,Human,human,252,9,9.0,5,0.556,28.0,7.0,63.697,0.765,10.0,28.0,14.0,32.55,0.55,25.0,3.316,1.0,4.34,0.539,3.0,2.333,2.0,1.658,0.339,2.0,6.227,0.0,14.006,0.659,3.394,4.883,0.473,8.142,0.749,6.863,3.345,0.172,6.332,0.786,2.796,3.192,0.246,6.086,0.779,2.794
ltlnx,Human,human,294,9,11.0,5,0.455,26.727,3.0,34.024,0.618,36.0,32.667,26.0,30.692,0.474,29.0,2.352,2.0,2.863,0.421,1.0,2.273,2.0,1.489,0.335,2.5,2.369,0.008,10.834,0.887,0.277,6.188,0.707,15.672,0.819,2.485,3.63,0.099,12.575,0.895,0.936,3.393,0.11,9.468,0.863,1.104
dehesselle,Human,human,259,8,14.0,4,0.286,18.5,10.0,25.952,0.606,25.5,32.375,10.0,65.448,0.725,16.25,4.047,1.5,6.509,0.595,3.0,2.214,2.0,1.424,0.311,1.75,6.894,0.006,20.286,0.749,2.252,26.245,1.113,63.774,0.835,16.081,8.119,0.452,33.392,0.897,1.508,15.364,0.373,47.364,0.873,5.325
marcjeanmougin,Human,human,180,9,6.0,4,0.667,30.0,4.0,52.733,0.719,27.75,20.0,6.0,40.991,0.665,1.0,3.529,1.0,5.626,0.581,2.0,2.333,1.5,1.966,0.381,1.75,32.766,0.0,81.617,0.698,2.9,9.905,0.793,20.32,0.789,13.011,12.102,4.265,18.341,0.669,16.642,8.339,0.578,18.002,0.801,6.551
pbs3141,Human,human,241,10,4.0,3,0.75,60.25,36.5,73.3,0.53,51.25,24.1,18.5,20.289,0.443,26.5,2.317,1.0,2.462,0.442,1.25,3.75,2.5,3.594,0.417,2.75,6.94,0.0,23.817,0.78,0.452,8.108,0.276,16.954,0.8,9.485,6.487,0.308,15.187,0.824,4.278,6.289,0.296,13.578,0.805,5.296
mgmax,Human,human,151,11,5.0,3,0.6,30.2,47.0,26.706,0.397,50.0,13.727,13.0,12.443,0.47,13.5,2.041,1.0,2.958,0.407,1.0,2.8,2.0,2.49,0.4,2.0,8.443,0.0,28.906,0.795,0.535,21.013,0.721,66.093,0.852,14.094,14.391,0.137,50.438,0.884,3.211,18.705,0.721,58.897,0.861,11.648
adam.belis,Human,human,169,7,5.0,3,0.6,33.8,6.0,52.285,0.641,27.0,24.143,8.0,44.307,0.705,14.5,3.596,2.0,6.149,0.545,2.0,2.2,2.0,1.095,0.218,0.0,34.861,0.232,114.497,0.786,13.473,11.146,4.637,17.0,0.633,12.949,12.805,5.153,19.86,0.653,16.175,9.775,3.207,16.212,0.67,12.639
peterberendi,Human,human,92,9,4.0,4,1.0,23.0,15.0,26.796,0.527,25.5,10.222,2.0,17.998,0.669,7.0,2.556,1.5,2.408,0.434,2.0,3.5,4.0,1.915,0.25,2.5,18.611,0.003,45.049,0.69,13.729,10.41,0.699,22.938,0.815,5.336,11.367,0.634,28.237,0.833,8.075,11.46,0.575,26.883,0.836,6.264
ajwalker,Human,human,267,11,12.0,7,0.583,22.25,4.0,45.281,0.736,12.75,24.273,21.0,25.409,0.482,22.0,4.306,2.0,5.046,0.525,4.75,4.167,3.0,3.298,0.417,6.25,16.94,0.037,59.979,0.815,6.532,4.083,1.032,8.754,0.756,2.722,4.885,0.338,20.422,0.88,1.507,6.152,0.256,24.48,0.884,2.112
mrincon,Human,human,246,9,6.0,3,0.5,41.0,2.5,75.66,0.736,34.0,27.333,14.0,28.018,0.508,35.0,5.721,3.0,6.808,0.539,3.0,3.5,2.0,3.146,0.421,4.5,11.804,0.266,30.392,0.819,2.492,2.789,0.099,11.316,0.92,0.271,2.55,0.069,13.456,0.934,0.367,2.093,0.045,9.773,0.931,0.334
stanhu,Human,human,258,10,16.0,9,0.562,16.125,4.0,26.618,0.699,11.25,25.8,23.5,20.077,0.409,29.25,2.867,2.0,3.244,0.476,2.0,3.75,2.5,3.256,0.446,4.75,0.695,0.002,2.763,0.815,0.302,0.661,0.21,1.464,0.726,0.416,0.472,0.098,1.247,0.795,0.328,0.463,0.067,1.315,0.816,0.328
xMAC94x,Human,human,89,10,8.0,3,0.375,11.125,10.0,7.338,0.336,7.25,8.9,6.5,8.621,0.496,12.5,2.871,2.0,3.519,0.459,2.0,4.375,5.0,1.996,0.232,1.75,26.677,0.008,92.109,0.861,3.461,43.313,0.333,66.65,0.708,87.49,24.164,0.031,68.47,0.882,1.558,15.84,0.04,44.163,0.889,0.776
horblegorble,Human,human,26,4,4.0,2,0.5,6.5,4.5,7.141,0.5,9.0,6.5,6.5,4.655,0.346,5.0,1.368,1.0,0.761,0.215,0.5,1.5,1.5,0.577,0.167,1.0,27.564,0.0,95.463,0.691,0.32,77.388,0.075,301.969,0.928,3.465,76.668,1.027,263.246,0.901,17.855,7.102,0.641,13.01,0.769,7.682
IsseW,Human,human,177,9,5.0,2,0.4,35.4,9.0,42.659,0.547,78.0,19.667,12.0,21.254,0.534,27.0,1.903,1.0,1.561,0.34,1.0,3.2,2.0,2.168,0.275,1.0,9.044,0.0,49.435,0.884,0.462,13.063,0.605,38.82,0.879,3.775,11.607,0.358,41.393,0.891,3.741,11.798,0.582,35.066,0.872,4.826
do-no-van,Human,human,20,4,2.0,2,1.0,10.0,10.0,11.314,0.4,8.0,5.0,2.0,6.733,0.55,5.0,5.0,3.5,5.228,0.475,6.5,2.0,2.0,0.0,0.0,0.0,402.17,264.206,516.151,0.172,666.376,1.676,0.029,2.871,0.661,2.492,84.932,4.991,168.202,0.796,32.671,145.65,4.991,232.684,0.692,260.092
UncomfySilence,Human,human,5,1,1.0,1,1.0,5.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,145.375,145.375,0.0,0.0,0.0,,,0.0,0.0,,36.344,6.762,63.487,0.684,36.309,,,0.0,0.0,
Imbris,Human,human,39,3,3.0,1,0.333,13.0,12.0,8.544,0.291,8.5,13.0,6.0,15.716,0.496,14.5,4.875,2.0,4.883,0.484,9.0,2.333,3.0,1.155,0.19,1.0,49.974,17.188,60.645,0.174,118.785,213.954,179.129,298.147,0.587,154.996,49.933,0.492,145.529,0.845,33.098,64.137,31.639,77.937,0.614,121.211
jrmi,Human,human,223,11,1.0,1,1.0,223.0,223.0,0.0,0.0,0.0,20.273,5.0,31.705,0.654,21.0,223.0,223.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,1533.138,1533.138,0.0,0.0,0.0,,,0.0,0.0,,6.906,0.137,32.529,0.916,1.177,8.104,0.082,39.418,0.931,0.804
bramw,Human,human,200,11,2.0,2,1.0,100.0,100.0,138.593,0.49,98.0,18.182,21.0,16.666,0.471,19.5,66.667,72.0,62.172,0.413,62.0,6.0,6.0,7.071,0.417,5.0,273.332,174.899,333.577,0.524,322.501,0.016,0.016,0.002,0.054,0.002,4.121,0.082,17.823,0.916,0.702,4.353,0.082,19.59,0.921,0.895
paljort,Human,human,263,10,1.0,1,1.0,263.0,263.0,0.0,0.0,0.0,26.3,12.5,36.344,0.608,13.75,263.0,263.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,1274.514,1274.514,0.0,0.0,0.0,,,0.0,0.0,,4.865,0.165,19.164,0.896,1.372,3.585,0.258,10.168,0.854,1.605
dimmur_baserow,Human,human,246,10,1.0,1,1.0,246.0,246.0,0.0,0.0,0.0,24.6,16.5,28.964,0.56,22.75,246.0,246.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,1638.412,1638.412,0.0,0.0,0.0,,,0.0,0.0,,6.687,0.287,30.726,0.892,2.187,8.46,0.378,37.384,0.886,2.905
jonathanadeline,Human,human,167,8,1.0,1,1.0,167.0,167.0,0.0,0.0,0.0,20.875,10.0,36.069,0.644,11.25,167.0,167.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,2094.082,2094.082,0.0,0.0,0.0,,,0.0,0.0,,12.615,0.929,25.492,0.795,13.325,12.034,1.032,23.544,0.791,11.185
_dvd,Human,human,210,9,1.0,1,1.0,210.0,210.0,0.0,0.0,0.0,23.333,10.0,24.93,0.514,39.0,210.0,210.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,649.116,649.116,0.0,0.0,0.0,,,0.0,0.0,,3.106,0.137,11.249,0.896,0.852,2.66,0.135,9.593,0.886,0.991
peter_baserow,Human,human,174,9,1.0,1,1.0,174.0,174.0,0.0,0.0,0.0,19.333,15.0,14.133,0.377,9.0,174.0,174.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,1005.868,1005.868,0.0,0.0,0.0,,,0.0,0.0,,5.814,0.166,20.0,0.892,1.641,4.779,0.116,19.181,0.904,1.239
cezary-baserow,Human,human,263,10,1.0,1,1.0,263.0,263.0,0.0,0.0,0.0,26.3,11.5,33.987,0.583,20.25,263.0,263.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,1961.238,1961.238,0.0,0.0,0.0,,,0.0,0.0,,7.486,0.397,22.791,0.866,2.63,9.852,0.497,27.2,0.849,3.942
weblate,Bot,human,300,4,112.0,34,0.304,2.679,1.0,3.431,0.488,2.0,75.0,27.0,115.666,0.65,97.0,1.111,1.0,0.513,0.095,0.0,1.027,1.0,0.211,0.026,0.0,0.051,0.0,0.301,0.612,0.0,0.61,0.071,1.095,0.737,0.861,0.595,0.102,1.067,0.737,0.827,0.342,0.009,0.721,0.81,0.291
theimpulson,Human,human,261,10,8.0,4,0.5,32.625,6.0,77.025,0.78,6.75,26.1,16.0,36.961,0.58,23.0,8.419,3.0,12.751,0.656,7.0,2.5,2.0,2.673,0.4,1.0,18.91,0.04,35.081,0.675,20.463,8.848,0.752,13.84,0.724,13.147,3.276,0.1,7.719,0.847,1.161,4.067,0.066,8.271,0.816,2.193
gnachman,Human,human,249,7,1.0,1,1.0,249.0,249.0,0.0,0.0,0.0,35.571,19.0,48.627,0.598,31.5,249.0,249.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,794.347,794.347,0.0,0.0,0.0,,,0.0,0.0,,3.203,0.121,15.318,0.89,0.625,2.629,0.211,5.884,0.804,1.692
finite-state-machine,Human,human,6,2,1.0,1,1.0,6.0,6.0,0.0,0.0,0.0,3.0,3.0,2.828,0.333,2.0,6.0,6.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,283.972,283.972,0.0,0.0,0.0,,,0.0,0.0,,56.794,58.22,50.48,0.446,72.038,122.667,122.667,0.0,0.0,0.0
rwmitchell,Human,human,9,1,1.0,1,1.0,9.0,9.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1878.219,1878.219,0.0,0.0,0.0,,,0.0,0.0,,234.777,80.984,390.228,0.67,209.473,,,0.0,0.0,
markhnsn,Human,human,61,7,2.0,1,0.5,30.5,30.5,28.991,0.336,20.5,8.714,9.0,6.651,0.398,10.5,4.357,2.0,5.063,0.533,4.75,5.5,5.5,2.121,0.136,1.5,76.821,11.898,132.638,0.585,119.867,51.856,45.024,49.044,0.485,48.67,29.161,0.426,58.483,0.775,34.392,27.09,0.119,58.653,0.794,26.981
truenorth,Human,human,99,7,2.0,2,1.0,49.5,49.5,12.021,0.086,8.5,14.143,8.0,14.916,0.496,17.0,3.96,2.0,3.6,0.457,6.0,4.5,4.5,3.536,0.278,2.5,69.114,11.583,116.333,0.605,58.335,15.041,7.129,20.548,0.631,16.947,21.314,7.881,39.529,0.67,24.289,19.153,7.662,25.383,0.635,20.316
ferdnyc,Human,human,40,6,7.0,5,0.714,5.714,3.0,5.499,0.479,7.5,6.667,5.0,5.203,0.392,7.25,1.667,1.0,0.963,0.275,1.0,2.0,2.0,1.155,0.286,1.5,0.445,0.0,0.92,0.537,0.267,84.371,1.227,160.509,0.773,101.845,50.032,0.542,129.056,0.862,2.479,64.848,0.581,144.361,0.824,57.999
yarda,Human,human,40,9,3.0,3,1.0,13.333,14.0,6.028,0.2,6.0,4.444,4.0,3.046,0.356,4.0,2.667,1.0,3.016,0.473,1.0,4.0,4.0,1.0,0.111,1.0,38.856,0.0,101.9,0.718,0.324,103.217,0.904,209.91,0.798,109.911,51.997,0.276,139.768,0.872,7.478,57.828,0.276,146.602,0.859,13.095
steveroush,Human,human,27,5,3.0,2,0.667,9.0,1.0,13.856,0.593,12.0,5.4,2.0,8.735,0.607,1.0,6.75,4.5,7.588,0.509,9.25,1.667,1.0,1.155,0.267,1.0,332.24,121.677,515.178,0.317,453.917,1.686,0.142,2.794,0.647,2.453,51.308,23.661,65.162,0.604,59.052,33.047,3.637,51.835,0.714,44.06
magjac,Human,human,119,5,2.0,2,1.0,59.5,59.5,62.933,0.374,44.5,23.8,5.0,39.341,0.625,6.0,11.9,2.5,26.901,0.742,5.0,2.5,2.5,0.707,0.1,0.5,179.798,12.474,476.526,0.783,61.692,18.772,0.954,46.21,0.832,3.232,16.669,0.088,44.875,0.886,0.551,25.753,0.459,50.36,0.798,21.383
johnthacker,Human,human,255,9,3.0,3,1.0,85.0,118.0,73.301,0.353,67.5,28.333,22.0,29.525,0.456,9.0,2.383,2.0,1.773,0.344,2.0,3.667,3.0,3.055,0.364,3.0,1.771,0.012,6.505,0.84,0.565,0.767,0.105,1.983,0.818,0.533,1.066,0.142,2.387,0.799,0.625,0.693,0.094,1.784,0.821,0.494
guyharris,Human,human,275,9,4.0,3,0.75,68.75,43.0,88.816,0.586,109.75,30.556,17.0,47.88,0.587,16.0,3.161,2.0,3.576,0.472,2.0,3.0,2.0,2.828,0.417,3.0,4.728,0.192,14.167,0.786,2.025,1.073,0.175,2.248,0.798,0.65,1.838,0.582,2.86,0.686,2.197,0.943,0.196,1.93,0.782,0.608
stigbjorlykke,Human,human,186,9,2.0,2,1.0,93.0,93.0,28.284,0.108,20.0,20.667,20.0,20.112,0.502,31.0,2.0,1.0,1.824,0.366,1.0,5.5,5.5,4.95,0.318,3.5,11.666,0.0,56.035,0.879,0.323,6.5,0.029,23.416,0.912,0.711,9.097,0.045,32.934,0.912,1.044,7.12,0.018,30.745,0.935,0.433
geraldcombs,Human,human,257,10,9.0,6,0.667,28.556,2.0,45.96,0.701,17.0,25.7,22.0,24.413,0.499,35.75,1.374,1.0,0.718,0.215,1.0,2.333,1.0,2.398,0.434,2.0,0.973,0.0,4.102,0.803,0.002,2.546,0.007,7.563,0.894,0.576,2.561,0.015,7.237,0.884,0.648,2.217,0.005,6.906,0.904,0.279
JaapKeuter,Human,human,266,8,3.0,3,1.0,88.667,17.0,137.326,0.614,122.5,33.25,4.0,81.205,0.802,7.75,10.231,2.0,36.056,0.819,1.75,3.333,3.0,2.517,0.333,2.5,29.179,0.002,117.506,0.883,0.669,2.075,0.232,3.93,0.78,1.546,3.059,1.203,4.52,0.604,3.068,1.057,0.187,2.567,0.792,0.965
eugene.adell,Human,human,87,10,2.0,2,1.0,43.5,43.5,6.364,0.052,4.5,8.7,4.0,10.904,0.571,10.5,2.636,1.0,2.329,0.429,2.0,5.0,5.0,4.243,0.3,3.0,43.488,0.0,145.451,0.792,11.912,20.969,0.76,42.093,0.796,19.092,24.49,1.475,62.044,0.839,17.131,31.991,1.483,73.397,0.824,20.225
dexgerig,Human,human,5,1,1.0,1,1.0,5.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,13.076,13.076,0.0,0.0,0.0,,,0.0,0.0,,3.269,1.816,4.023,0.523,2.623,,,0.0,0.0,
nhxnguyen,Human,human,192,9,14.0,9,0.643,13.714,4.0,21.72,0.661,10.25,21.333,26.0,11.597,0.286,20.0,2.4,2.0,1.711,0.36,2.0,2.643,2.0,1.906,0.373,2.75,5.016,0.006,18.166,0.879,0.223,22.059,2.96,55.928,0.799,16.571,11.225,0.22,38.777,0.887,2.999,11.608,0.215,41.893,0.898,2.913
francoisrose,Human,human,224,12,14.0,7,0.5,16.0,5.0,29.144,0.657,12.25,18.667,6.5,37.864,0.647,9.25,2.196,2.0,1.542,0.352,2.0,3.571,3.0,2.311,0.337,2.75,2.106,0.004,8.091,0.813,0.473,9.593,0.527,33.447,0.864,3.5,5.308,0.208,23.425,0.897,1.561,4.918,0.113,15.626,0.893,1.564
mle,Human,human,283,12,5.0,3,0.6,56.6,7.0,111.006,0.729,8.0,23.583,4.5,41.498,0.711,14.5,12.864,3.0,35.275,0.764,5.75,4.2,4.0,2.588,0.305,2.0,42.478,0.099,113.234,0.799,6.728,9.745,0.879,23.167,0.798,8.125,4.04,0.05,28.817,0.947,0.353,2.257,0.029,10.723,0.939,0.145
alex_venter,Human,human,293,7,2.0,2,1.0,146.5,146.5,156.271,0.377,110.5,41.857,58.0,36.034,0.433,63.5,8.879,3.0,14.594,0.654,9.0,6.5,6.5,0.707,0.038,0.5,48.664,0.126,112.703,0.773,46.63,11.49,1.416,21.571,0.73,18.894,6.759,0.029,23.38,0.906,0.523,5.876,0.021,20.591,0.905,0.419
vshushlin,Human,human,238,13,21.0,15,0.714,11.333,2.0,27.847,0.754,7.0,18.308,10.0,22.918,0.586,19.0,2.164,1.0,1.932,0.383,1.0,2.667,1.0,2.834,0.461,2.0,3.088,0.0,11.342,0.854,0.188,9.305,0.409,24.431,0.835,3.956,5.713,0.138,18.313,0.881,1.696,5.144,0.126,17.484,0.88,2.042
dat.tang.gitlab,Human,human,241,11,11.0,6,0.545,21.909,13.0,20.623,0.493,35.0,21.909,23.0,15.267,0.378,21.5,2.171,2.0,2.464,0.349,1.0,3.909,4.0,2.343,0.321,4.0,1.61,0.004,9.144,0.939,0.045,7.118,0.347,61.532,0.945,0.675,4.007,0.098,42.097,0.96,0.454,4.777,0.094,46.914,0.963,0.464
dpeterson1,Human,human,5,3,1.0,1,1.0,5.0,5.0,0.0,0.0,0.0,1.667,1.0,1.155,0.267,1.0,5.0,5.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1981.559,1981.559,0.0,0.0,0.0,,,0.0,0.0,,495.39,363.887,609.7,0.566,854.37,362.266,362.266,512.291,0.5,362.244
dvanrooijen2,Human,human,80,7,4.0,4,1.0,20.0,15.0,19.715,0.456,21.5,11.429,6.0,11.928,0.493,15.0,3.478,3.0,3.117,0.446,4.0,3.25,3.0,2.217,0.327,2.75,9.193,0.013,16.764,0.592,20.478,26.269,0.646,86.862,0.89,3.996,9.992,0.187,47.123,0.915,1.998,10.558,0.05,52.932,0.936,0.672
acroitor,Human,human,233,10,2.0,2,1.0,116.5,116.5,163.342,0.496,115.5,23.3,8.5,26.281,0.562,41.75,77.667,49.0,94.326,0.521,91.0,5.5,5.5,6.364,0.409,4.5,247.96,122.583,329.078,0.335,310.648,0.663,0.663,0.503,0.268,0.356,3.212,0.201,12.386,0.888,1.11,2.915,0.173,12.749,0.9,0.88
nrosandich,Human,human,254,12,10.0,8,0.8,25.4,5.0,33.294,0.631,37.5,21.167,11.0,24.052,0.553,22.0,2.988,2.0,3.119,0.449,3.0,3.6,2.5,3.134,0.428,3.25,0.776,0.012,2.612,0.804,0.241,3.536,0.172,13.181,0.907,0.596,1.435,0.033,7.858,0.936,0.196,1.925,0.046,9.526,0.938,0.213
linsui,Human,human,250,7,10.0,6,0.6,25.0,3.0,46.507,0.748,11.0,35.714,21.0,39.003,0.518,41.0,1.736,1.0,1.003,0.286,2.0,1.9,1.5,1.524,0.321,1.0,0.183,0.0,1.205,0.919,0.006,0.421,0.001,1.458,0.901,0.057,0.348,0.003,1.395,0.918,0.02,0.342,0.002,1.311,0.918,0.019
licaon-kter,Human,human,261,9,13.0,9,0.692,20.077,2.0,43.777,0.789,2.0,29.0,24.0,32.481,0.553,31.0,1.411,1.0,0.725,0.22,1.0,1.846,1.0,1.676,0.353,1.0,0.046,0.0,0.379,0.906,0.001,0.161,0.003,0.903,0.95,0.008,0.147,0.004,0.821,0.94,0.021,0.135,0.003,0.815,0.948,0.01
rmlarsen1,Human,human,180,8,6.0,6,1.0,30.0,3.5,45.502,0.67,46.0,22.5,23.5,15.052,0.353,19.0,1.935,1.0,1.545,0.337,1.0,2.333,1.0,2.805,0.452,0.75,9.682,0.0,36.288,0.856,0.541,3.966,0.09,12.06,0.866,1.923,7.069,0.266,20.077,0.863,2.876,6.693,0.182,20.377,0.878,2.353
sbronder1,Human,human,11,4,2.0,2,1.0,5.5,5.5,6.364,0.409,4.5,2.75,1.5,2.872,0.432,2.25,3.667,3.0,3.055,0.364,3.0,2.0,2.0,1.414,0.25,1.0,160.119,166.502,157.025,0.153,156.928,95.585,95.585,135.155,0.5,95.569,67.153,34.031,75.094,0.569,106.587,101.086,128.035,95.355,0.449,185.418
hramrach,Human,human,25,9,3.0,3,1.0,8.333,7.0,4.163,0.213,4.0,2.778,2.0,2.863,0.418,1.0,2.273,1.0,1.902,0.385,2.0,3.0,3.0,0.0,0.0,0.0,4.501,0.0,14.732,0.791,0.134,7.124,0.243,21.331,0.879,0.342,5.032,0.129,14.79,0.882,0.682,6.614,0.243,18.348,0.868,1.132
johnbeard,Human,human,285,9,21.0,8,0.381,13.571,2.0,26.047,0.721,9.0,31.667,25.0,27.322,0.385,11.0,2.143,1.0,2.736,0.42,1.0,2.476,2.0,1.99,0.377,1.0,2.121,0.0,10.675,0.873,0.141,3.267,0.232,7.975,0.831,1.358,2.512,0.232,6.405,0.831,1.114,2.458,0.168,6.589,0.841,1.062
Qbort,Human,human,9,3,1.0,1,1.0,9.0,9.0,0.0,0.0,0.0,3.0,1.0,3.464,0.444,3.0,9.0,9.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,269.096,269.096,0.0,0.0,0.0,,,0.0,0.0,,33.637,3.227,75.387,0.795,21.674,0.139,0.139,0.079,0.202,0.056
charrasjp,Human,human,224,8,5.0,5,1.0,44.8,1.0,97.94,0.782,0.0,28.0,12.0,35.092,0.585,39.5,24.889,20.0,28.326,0.57,40.0,2.4,1.0,3.13,0.467,0.0,231.817,165.619,303.247,0.322,389.119,10.236,0.996,23.01,0.808,4.38,9.723,1.981,16.354,0.692,16.256,7.309,1.306,12.662,0.705,11.816
AnyOldName3,Human,human,277,11,3.0,2,0.667,92.333,26.0,133.493,0.58,120.5,25.182,10.0,32.569,0.596,24.5,5.327,1.0,11.123,0.684,2.0,4.667,2.0,4.619,0.381,4.0,34.323,0.0,108.453,0.793,4.601,6.398,0.692,15.261,0.789,6.136,7.649,0.756,14.096,0.762,10.149,8.076,0.788,14.641,0.749,12.579
BabbleBones,Human,human,83,9,7.0,7,1.0,11.857,3.0,16.242,0.627,16.0,9.222,8.0,7.678,0.442,12.0,2.677,1.0,4.142,0.511,1.0,3.286,2.0,2.984,0.435,4.0,22.052,0.0,55.01,0.697,0.275,47.841,2.417,115.373,0.819,43.484,25.84,0.425,77.265,0.868,15.083,27.125,0.549,81.735,0.867,16.961
tr1265,Human,human,94,2,1.0,1,1.0,94.0,94.0,0.0,0.0,0.0,47.0,47.0,56.569,0.426,40.0,94.0,94.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2164.454,2164.454,0.0,0.0,0.0,,,0.0,0.0,,23.274,18.255,24.948,0.508,21.708,20.039,0.58,47.521,0.829,3.991
