contributor,dataset,label,DAAR_IQR,DAAR_gini,DAAR_mean,DAAR_median,DAAR_std,DCAR_IQR,DCAR_gini,DCAR_mean,DCAR_median,DCAR_std,DCAT_IQR,DCAT_gini,DCAT_mean,DCAT_median,DCAT_std,DCA_IQR,DCA_gini,DCA_mean,DCA_median,DCA_std,NA,NAR_IQR,NAR_gini,NAR_mean,NAR_median,NAR_std,NAT_IQR,NAT_gini,NAT_mean,NAT_median,NAT_std,NCAR_IQR,NCAR_gini,NCAR_mean,NCAR_median,NCAR_std,NOR,NT,NTR_IQR,NTR_gini,NTR_mean,NTR_median,NTR_std,ORR
artsy-peril[bot],train,Bot,3.66,0.773,4.931,0.991,10.977,0.238,0.911,2.625,0.0,13.31,0.88,0.897,3.085,0.102,10.51,1.34,0.867,3.419,0.226,10.553,194,3.0,0.725,13.857,2.0,24.463,18.0,0.278,48.5,51.0,29.535,2.0,0.365,2.205,2.0,1.864,1,4,0.75,0.315,1.714,1.0,1.267,0.071
csigs,train,Bot,9.936,0.548,6.713,4.755,6.946,0.002,0.918,2.49,0.0,13.817,5.985,0.683,3.824,0.755,5.327,7.304,0.717,4.86,0.108,7.363,278,11.0,0.535,14.632,8.0,17.979,51.0,0.408,39.714,19.0,32.633,1.0,0.343,1.891,1.0,1.858,6,7,0.5,0.148,2.316,2.0,0.82,0.316
hawkbit-bot,train,Bot,106.02,0.408,88.404,93.141,75.687,286.333,0.563,369.977,0.719,678.236,52.933,0.638,45.342,25.792,59.115,18.625,0.776,18.674,2.121,37.582,119,52.5,0.441,59.5,59.5,74.246,29.25,0.67,29.75,5.0,51.545,11.0,0.696,23.8,6.0,42.281,1,4,1.0,0.25,2.0,2.0,1.414,0.5
graviteeio,train,Bot,0.739,0.912,4.69,0.106,16.961,0.004,0.937,0.18,0.001,0.797,0.033,0.962,1.256,0.001,8.761,0.005,0.972,1.226,0.001,8.678,176,7.75,0.335,8.0,6.0,5.173,36.5,0.576,25.143,5.0,30.52,3.0,0.326,3.911,3.0,2.557,1,7,0.0,0.099,2.773,3.0,0.685,0.045
freightbot,train,Bot,,0.0,,,0.0,0.0,0.0,2049.72,2049.72,0.0,152.402,0.502,76.757,75.967,88.468,0.5,0.858,22.04,0.002,52.888,94,0.0,0.0,94.0,94.0,0.0,23.0,0.245,47.0,47.0,32.527,0.0,0.0,94.0,94.0,0.0,1,2,0.0,0.0,2.0,2.0,0.0,1.0
willkroboth,train,Human,75.142,0.756,62.366,0.628,106.802,99.504,0.592,93.151,0.346,171.851,69.647,0.734,46.458,5.57,77.202,19.326,0.827,28.971,0.598,64.369,74,7.0,0.641,10.571,3.0,16.999,4.0,0.614,6.727,2.0,9.88,4.0,0.579,5.286,2.5,7.68,4,11,2.5,0.377,3.143,2.0,2.478,0.571
juliacontrolbot,train,Bot,8.493,0.815,140.266,0.004,291.661,0.0,0.0,0.0,0.0,0.0,8.493,0.815,140.266,0.004,291.661,8.493,0.815,140.266,0.004,291.661,14,0.0,0.0,7.0,7.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,2,2,0.0,0.0,1.0,1.0,0.0,1.0
marcmcintosh,train,Human,63.479,0.757,58.596,1.956,107.492,5.641,0.816,53.936,0.042,143.625,0.584,0.932,4.046,0.14,23.604,0.567,0.921,3.25,0.169,19.704,260,65.0,0.727,65.0,3.5,124.678,20.5,0.53,23.636,21.0,30.184,2.5,0.826,32.5,2.0,84.277,2,11,3.0,0.438,4.0,2.5,4.082,0.5
mitk-bot,train,Bot,0.17,0.306,0.278,0.278,0.241,754.212,0.666,502.937,0.212,870.853,0.723,0.81,3.874,0.056,8.589,18.719,0.722,15.888,3.435,27.933,96,46.0,0.479,48.0,48.0,65.054,24.5,0.682,24.0,4.0,42.056,44.0,0.611,32.0,4.0,50.239,1,4,1.0,0.167,3.0,3.0,1.414,0.5
carsongee,train,Human,174.2,0.677,339.393,63.158,571.251,0.104,0.519,0.074,0.03,0.094,41.201,0.75,34.735,0.029,72.605,0.122,0.892,99.848,0.038,327.086,18,2.0,0.222,3.6,4.0,1.673,1.75,0.481,3.0,1.5,3.521,2.5,0.278,3.0,2.5,1.673,3,6,2.0,0.267,2.4,3.0,1.342,0.6
dcodeio,train,Human,61.918,0.614,44.791,6.761,70.132,11.63,0.451,7.593,4.692,9.835,12.746,0.753,22.935,4.748,45.892,5.16,0.835,13.729,1.184,35.764,13,2.5,0.256,4.333,4.0,2.517,1.0,0.372,2.167,1.5,1.941,2.25,0.365,3.25,2.5,2.63,3,6,1.0,0.167,2.667,2.0,1.155,1.0
miquelcabot,train,Human,3.383,0.85,23.098,0.007,52.614,0.005,0.804,7.332,0.0,29.861,20.293,0.789,23.806,0.436,45.868,1.358,0.901,10.003,0.131,32.27,166,0.0,0.675,3.689,1.0,11.628,15.75,0.641,27.667,7.0,44.261,1.0,0.593,3.018,1.0,5.946,10,6,0.0,0.208,1.333,1.0,0.739,0.222
mosen,train,Human,730.985,0.494,438.83,409.365,469.55,0.0,0.0,14.498,0.0,32.418,468.252,0.615,338.239,78.126,519.619,36.234,0.852,121.854,0.005,294.502,16,6.0,0.5,5.333,2.0,6.658,5.0,0.312,8.0,8.0,7.071,0.0,0.55,3.2,1.0,4.919,2,2,0.0,0.0,1.0,1.0,0.0,0.667
florentx,train,Human,0.213,0.908,7.728,0.001,23.629,0.0,0.758,0.233,0.0,1.471,0.861,0.901,8.767,0.141,27.085,0.032,0.926,3.473,0.001,16.046,299,6.5,0.535,27.182,13.0,43.811,80.0,0.549,49.833,28.5,55.733,0.0,0.547,2.282,1.0,11.634,3,6,1.0,0.209,1.818,2.0,0.751,0.273
mend-for-github-com[bot],train,Bot,0.03,0.86,0.081,0.005,0.251,0.0,0.775,0.001,0.0,0.01,0.049,0.853,0.118,0.004,0.324,0.011,0.893,0.058,0.003,0.214,233,0.0,0.302,1.484,1.0,1.94,36.0,0.62,33.286,10.0,47.187,0.0,0.272,1.412,1.0,1.63,60,7,0.0,0.142,1.178,1.0,0.655,0.382
p0nce,train,Human,6.348,0.686,5.484,0.974,7.866,4.41,0.686,7.887,0.007,17.043,1.617,0.81,3.779,0.141,7.702,1.415,0.813,3.429,0.221,7.211,249,3.75,0.744,17.786,4.0,36.926,25.0,0.628,19.154,3.0,26.274,4.0,0.545,3.891,2.0,4.896,4,13,1.75,0.388,3.286,2.0,2.644,0.286
findinganand,train,Bot,0.765,0.73,5.195,0.608,8.954,0.068,0.436,0.19,0.0,0.347,0.367,0.849,0.817,0.11,2.601,0.761,0.778,3.759,0.611,7.791,289,123.75,0.44,72.25,73.0,72.491,7.0,0.754,57.8,7.0,118.671,1.0,0.183,1.431,1.0,0.562,2,5,1.5,0.312,2.0,1.5,1.414,0.5
changhiskhan,train,Human,138.813,0.393,142.815,116.917,113.947,108.772,0.637,137.931,0.002,280.944,166.419,0.676,139.935,58.728,226.468,116.858,0.76,95.916,2.124,182.113,20,3.0,0.45,5.0,2.0,6.0,4.0,0.24,4.0,4.0,2.0,3.0,0.414,2.857,2.0,2.545,2,5,1.0,0.3,2.5,2.0,1.732,0.5
ebraminio,train,Human,9.765,0.687,6.719,1.634,9.758,0.49,0.667,9.499,0.0,22.856,6.518,0.748,5.307,1.002,9.417,3.425,0.755,3.455,0.63,6.631,276,2.0,0.834,12.545,2.0,44.144,7.0,0.753,21.231,4.0,54.216,1.5,0.662,4.678,1.0,8.738,15,13,1.0,0.329,1.864,1.0,1.552,0.682
linux-foundation-easycla[bot],train,Bot,1.623,0.604,1.343,0.594,1.748,0.0,0.24,0.014,0.0,0.104,,0.0,,,0.0,1.607,0.603,1.33,0.594,1.734,300,1.0,0.489,2.439,1.0,4.057,0.0,0.0,300.0,300.0,0.0,0.0,0.02,1.02,1.0,0.142,32,1,0.0,0.0,1.0,1.0,0.0,0.26
